questionType,question
yes/no,"Does Version 17 display the date and time of the video clips, the date and time they were actually taken/shot? NOT WHEN IMPORTED INTO STUDIO!"
yes/no,"If I install upgrade (1) Do I end up with side-by-side VS2012 and VS2013, (2) Does the VS2013 look EXACTLY like a full VS2013 install?"
yes/no,Is this compatible with Windows 7 (32 bit) and Microsoft 2003?
yes/no,Is it possible to change the type of stitch and add backstitching to an imported image with the standard version?
yes/no,Will Quicken 2007 work with the MAC Maverick system software?
yes/no,Will this thing capture You Tube videos?
yes/no,I have some very old Serif floppy discs that I would like to update to Pro 7. can this be done?
yes/no,"will Microsoft wks 4.5 work with windows 7, browser internet explore 10?"
yes/no,Is this version eligible for the TurboTax/Quicken combo rebate?
yes/no,can software be use on XP?
yes/no,is state software included
yes/no,is this for downloading? I need to get this installed tonight.
yes/no,Does this software work with a newer apple computer?
yes/no,DOES IT DO SLIDES?
yes/no,Is it compatible with Mac OS X 10.9?
yes/no,so I do a lot of time exposure with my SLR camera. can I make a move out of them with this
yes/no,"Hi, I have a 2013 MacBook Pro running OS X 10.8.5, will this older version of Final Cut Express still install/run on with my computer? Thanks."
yes/no,Is it better than Norton?
yes/no,Can I upgrade my student/teacher version Lightroom 3.6 with this product? Thanks.
yes/no,does this come with a product key number for me to load onto my computer
yes/no,is there a workaround for ibank 5s lack of a classification function
yes/no,can I use this product to convert my Sony Digital 8 Handycam to DVD?
yes/no,Will it work with word 2002?
yes/no,Does 16 Ultimate work with .mts file formats?
yes/no,Can I open my saved projects from Printmaster gold 16 with this?
yes/no,Does it work 0n a Mac
yes/no,Norton is offering me to upgrade to Norton 360 Multi-Device for LESS than Norton 360 Premier renewal. IS there a catch ?
yes/no,Will this reinstall a missing file from windows that my kids deleted?
yes/no,does is work with chase bank
yes/no,Can I use this on Windows 2007?
yes/no,Does this require some sort of verification process through a 3rd party (like VersaCheck) before allowing the printing of blank checks?
yes/no,Can I use this software on my MAC which has MAC OSX Version 10.5.8 as my operating system?
yes/no,The 2011 Premier 360 takes 3 PC's &amp; 3 users. The new one only good for 1 user. Does it cover 3 of us on the same computer with our own user ID's?
yes/no,Will this work with Vista?
yes/no,"Can you activate both Mac and PC version on single machine: If I buy a copy, will I run into any issues if I try to activate it on both my Mac and Boot Camp partitions?"
yes/no,Does this work with Windows 8?
yes/no,Does the software works with Mac os x version 10.6.8?
yes/no,Does this program handle 9 digit Postnet barcodes?
yes/no,"Will this key upgrade Win 8.1 Home to 8.1 Pro? I'm not quite sure what they mean by Win 8.1 ""core"" in their description"
yes/no,Does it work on a Mac?
yes/no,Will this program walk you through filing a trust (Form 1041)? I can't figure out how to do it.
yes/no,Is there a reason that I can't order this for my small business?
yes/no,is it compatible with Windows 8?
yes/no,I have windows XP and want to upgrade to Office 2010 Pro. Will I be able to do this? I am also installing Windows 7.
yes/no,CAN I USE THIS FOR WINDOW XP
yes/no,is this a windows version?
yes/no,Can I use mpeg3 format audio files?
yes/no,do thse come with the product key?
yes/no,Will this work on a Windows 7 32-bit system?
yes/no,Does it support RW2 files from GH2?
yes/no,can you import credit card purchases and sort by vendor
yes/no,Can you change mp3 format to flac format..
yes/no,Can you use Fluenz on a Kindle Fire 6?
yes/no,I have dvd's that were made from old home vhs movies. I want to preserve them by putting them on a hard drive. Will this work?
yes/no,Could I use the Backup file (.QBB) from my Quickbooks 2006 (Windows) to import my business data to this 2014 version for Mac?
yes/no,"Hi, does this have songs on it that you can learn to play?"
yes/no,"i am currently using WordPerfect X4...In two weeks i am upgrading my Lenovo Laptop to a Windows SurfacePro3 Tablet/Laptop with Windows 8 OS... I therefore must upgrade to X7; will this ""X7 Upgrade"" product work for me?"
yes/no,"I have Microsoft Office 2004 Word documents. Will they be useable with this? I have OS 10.8.5 now, will it work with this"
yes/no,Can it burn bluray?
yes/no,does it support form 1116
yes/no,Does this wok with Windows 8.1?
yes/no,Is this version of Mac 10.5 Leopard compatiable with the Ibook 4 Mac ?
yes/no,can you stream
yes/no,Will it work with Windows 7?
yes/no,Hello...will iLife 2011 work on a MAC OSX 10.7.5 operating system? Thanks for your help!
yes/no,Amazon price today is 164.99 for up to 3 employees. Will price go up to $429 for 4+ version?
yes/no,does it work on windows vista?
yes/no,does it work with windows 7
yes/no,Can this software be downloaded again if after you buy it and download it you suffer a computer crash?
yes/no,does it come with one mouth avast! SecureLine VPN subscription...?
yes/no,Is this 2013 version of Hallmark Card Studio compatable with Windows 8. I am buying for a gift.
yes/no,do they have a deckle edge?
yes/no,Does Webroot SecureAnywhere Complete 2013 work with Windows 8?
yes/no,Will it work with multiple voices?
yes/no,Can this be played on a dvd player instead of a computer?
yes/no,i have xp pro corperate unattended disc and it has gotten cracked. will product key work from it on this one?
yes/no,can I install the download version on 2 of my computers
yes/no,"Im looking for Garritan Stradivari Solo Violin 2.0 , saw a demo and was blown away. Does this new software contain the same functions?"
yes/no,is this a dvd?
yes/no,Does the software for german levels 1-5 include a microfone
yes/no,use with PDA? can we use this gps adapter and software with Dell PDA.
yes/no,"I have Windows 7 and need to edit a current PDF document, can I do that with this program?"
yes/no,Does the license allow the installation of a single copy on 3 computers (same user)?
yes/no,Does this cover Spain?
yes/no,"Can you import from mastercook? I need to switch, as mastercook has no Mac program."
yes/no,is studio 17 campatable with win 8.1
yes/no,can I use this software for as many years as I want with just one payment?
yes/no,IS Microsof Wordt 2003 A Disc??????
yes/no,Will the upgrade work with windows 8?
yes/no,Can I change the home exterior?
yes/no,Can I download the software if I am a customer from India as the product details specifies that there needs to be US Billing Address?
yes/no,Does this version come with a disc?
yes/no,Does it come with Templates and if so how many?
yes/no,is Adobe Acrobat X compatable with Windows 8?
yes/no,Can I use this product to upgrade my Windows 7 professional to windows 7 ultimate WITHOUT having to format the machine?
yes/no,Can I open my saved projects from Printmaster gold 16 with this?
yes/no,"What is the output format, i.e., can you get output in Word format so you can edit it yourself?"
yes/no,Will this work on a MAC?
open-ended,Does the course material have somewhere or refer to a guide for the grammmar involved in each workout?
open-ended,What is the licensing agreement for this program? Are you allowed to run it on more than one personal computer in the same household?
open-ended,Does the 2 year protection take effect from the time I buy it or is it from January to December of 2014
open-ended,what is academic version?
open-ended,"During installation, will this uninstall other virus programs or do I have to do that manually?"
open-ended,"Is the Dragon Naturally Speaking Premium 12 Spanish a bi-lingual program (Spanish and English capable)? If so, how efficient this program is?"
open-ended,How do I update my old explorer system on vista
open-ended,Why is this product still offered when the item is clearly misleading?
open-ended,"Elements 5, 6, or 7: Which version should I get and what are the pros and cons for getting a 5 vs a 6 or a 5 vs a 7?"
open-ended,Can you record to an external hard drive in dvd format? Can this be done with this program?
open-ended,I want to start fresh on my computer i have trojan will this be helpful then i can reinstall windows and any drivers?
open-ended,"So, I can edit text in any PDF document?"
open-ended,Any ideas how to get the Sibelius First 7 Sounds Library downloaded and up and running?? I hate using just the basic MIDI options...
open-ended,Does the cost on Amazon include the fee for filing State as well as Federal? Or does it just prepare the State and then charge you a fee for it?
open-ended,2014 is almost over and the 2015 version is $80 while 2014 version is $15. Is there a reason I should even consider spending $80? What is the diff?
open-ended,Can I buy state prep if I use this CD? How much do I need to pay for state?
open-ended,I am new to this- I have a poem along with a couple of pictures- does this software program allow me to insert this and out comes a colored coded piec
open-ended,What year are the maps?
open-ended,"If I buy this, will the program include compression or do I buy compression sperately?"
open-ended,It says internet connection required? I dont understand this? Cant you simply put in the cartridge and bam it works? What is with the internet connect
open-ended,"Is this similar to ""Singing for Dummies"" CD? If not, how is it different?"
open-ended,"Newby to this type of software--what additional equipment do I need to purchase to record instrumental? Mics, etc?"
open-ended,Photoshop Elements 9 &amp; RAW: Is Photoshop Elements 9 able to support and process RAW?
open-ended,My daughter has a macbook... will this work or not??
open-ended,"I am interested in this software, but I want to know if the this beside one note, word, etc. include publisher."
open-ended,I see the student edition can only be installed twice - does the same rule apply to the full/regular version? I often get new computers through work.
open-ended,Can I incorporate photos and video clips into the same slideshow? Will this program allow both media into the same show?
open-ended,"Since I bought a new DSL Motem, my PSE isn't working. I can't resize images, nor log in Error 400"
open-ended,Rebate form: Has this happened to anyone else??
open-ended,"Will this work on the latest windows, like windows 8? I need a for sure answer. Does anyone know for sure &amp; has tried it on one?"
open-ended,Anyone here try both Serif's WebPlus X6 and the latest SiteSpinner Pro? I am hesitating as to which to choose. I do no know coding at all.
open-ended,Is this pc download? Is there anywhere to download it?
open-ended,If you have the disk version can you download a digital version as well?
open-ended,windows 7: Will this software be compatible with windows 7?
open-ended,What is included in the box?
open-ended,I'm reading that it comes with 3 licenses. I have 4 people in my home. Is there a way to get the 4th license? How much will they charge for it?
open-ended,Compatability: Compatible with Windows 7?
open-ended,"I keep getting a pop up that says ""Safari Web Security Extension Not installed"" HELP???"
open-ended,I still use Elements 2. I now have Elements 9. How do I get hundreds of photos from into 9 and not lose anything. Many are saved asTiff and Bitmap
open-ended,"no camera with this, right?"
open-ended,This cd for cleaning virus computer
open-ended,I copied and pasted this from above: Automatically backs up photos and files with 25GB of online storage space you can access from all your devices. Does anyone know if you can set it so it doesn't automatically do that? I don't want my data stored on...
open-ended,"If you buy the software, how many computers can you install it on? There are two of us at home, with three laptops combined."
open-ended,"Which programs are included in this suite? Particularly looking for Word, Excel, and Access and SICK of paying subscription for Office 365."
open-ended,"What is the difference between the OEM version and the ""Full"" version? Do they leave off some capabilities and features?"
open-ended,how long is the license?
open-ended,can i use NIS 1user/3 pc 3 times on 1 pc?? can i use NIS 1user/3 pc 3 times on 1 pc??
open-ended,Windows 7 OS? Will this game work with a Windows 7 OS?
open-ended,Does it work with MacWord? Does anybody know if that's a problem?
open-ended,Hello: Does the open box version give you a unique key so you can update the software for free when one is available?
open-ended,those this internet security have firewall protection?
open-ended,Does this work with windows vista and do I need other software to run this or just a PC and printer
open-ended,"I can't get the game to install on Mac OS X 10.8.2, though my son could install it on OS X 10.6? What can I do to get it installed on 10.8.2?"
open-ended,Regular version to Extended upgrade path? Does Adobe have an upgrade from the regular Photoshop CS3 version to the Extended version?
open-ended,"I'm interested in making both SM and regular videos. Can this be used for basic editing as well, or should I also get something like Sony Vegas Pro 12"
open-ended,"I have been using Digital Image Suite 10 and love it, but sadly it is not compatible with Windows 7 so I have to find another program. I have never used Adobe. Does this program come with filters to change photos into art... a transparency tool, or a..."
open-ended,"What kind of paper does this print to? Can you use Avery or Hallmark, etc. as long as the sizes are correct (i.e any 5X7 paper for 5X7 cards)?"
open-ended,version 10 vs. version 11
open-ended,Electric guitar ok for this software?
open-ended,Just looking to renew subscription - which product to buy? Does buying this product allow me to easily renew my subscription for one year?
open-ended,Does premiere support MOV files? Does adobe premiere?
open-ended,Will both me and hubby be able to each make our will with this program? Or is this for just one person??
open-ended,New to Genealogy: Is this app considered user-friendly enough for someone who is just beginning to trace their ancestry and relatively ignorant in the field of genealogy?
open-ended,compare 1 user vs. 3 users
open-ended,Is it compatible with XP Pro or XP 64 bit? Does it make a complete back up of the partition?
open-ended,how many computers those it protect
open-ended,Is this software compatible with Mac Snow Leopard or only windows?
open-ended,what is the best print shop software? I have used Print Master Platinum 18 but the updated version gets bad reviews.
open-ended,There is no BLOCK feature like there was in prior years. Any ideas how else to easily do this when the modem is elsewhere in house?
open-ended,"If I have VHS tapes how do you put on disk , and will it hold the complete movie"
open-ended,is this an upgrade package? or a stand alone install?
open-ended,This comes with a license correct?
open-ended,When does the one year start for each of the 3 PCs?
open-ended,"Is it compatible with Windows XP and Windows 7?, Is it possible to create fillable forms with this version?"
open-ended,What version of the Middle East map is this?
open-ended,"I need to do simple editing on security camera footage with codec H.264/MPEG-4 AVC, Audio 8000 Hz(MULAW I think). Nothing fancy-trim,lables,X time speed with pictures, notes,menu. Need to include other formats in video as well. Win media player does..."
open-ended,"Hi, I like to know if I could use this software to convert youtube videos using url link into mp3? thanks."
open-ended,If I download PD5 on my current laptop and my laptop crashes in a year; how would I be able to restore PD5 on my new laptop?
open-ended,"How can I know that this ""box"" comes with a 12 month subscription to updates? It's a lot cheaper than other prices, so I'm a little suspicious."
open-ended,Why Upgrade? Buy New for Less: Why pay for the upgrade when you can buy a new copy of PE 10 right here on Amazon for less $?
open-ended,"Is this a PKC or is this a boxed disk copy? Also, is this 2PC 1 user license?"
open-ended,how many times can i put this on a pc?
open-ended,Installing on a Mac: Is that what this is?
open-ended,Does premiere support MOV files? Does adobe premiere?
open-ended,"What is the difference between this and VHS To DVD 4.0 Deluxe ? So, what is the difference in terms of features ?"
open-ended,"I justo order my Win7, how do I know if is it 32 or 64 bit ????? , any way to know this?"
open-ended,How many computers can I install the downloadable MAC version on?
open-ended,"I tried to uninstall this from my laptop, but it's still on. What can I do?"
open-ended,Anyone but me wonder why I haven't been notified that my pre-order has shipped? Anyone else?
open-ended,"does the disc version require the disc to be in the tray when the program is run, or can you install it, put the disc on a shelf, and paint away?"
open-ended,"If you buy the software, how many computers can you install it on? There are two of us at home, with three laptops combined."
open-ended,The infamous OEM Preinstallation Kit (OPK) [and why you don't need it] What horrible fate awaits the PC user who fails to install the OEM Preinstallation Kit (OPK) before installing Windows 7?
open-ended,What documents other than wills can it generate?
open-ended,1 or 2 licenses?
open-ended,Windows 7 compatible?
open-ended,What are the 12 digits under the bar code (UPC)?
open-ended,"this program sucks. I have a video with audio already included, and it won't transfer over the audio."
open-ended,"How is it used to teach? And, if so, at what level does it start?"
open-ended,What adobe photoshop elements work with an iMac running 10.10 (yosemite)
open-ended,95 yr. old friend recording life history--any suggestions in using this software? Does anyone have suggestions for how to proceed?
open-ended,xp
open-ended,How useful are the pdf tools? Will WP Office X7 convert a pdf Image Only file containing text to a WP text file?
open-ended,How does it work for making video game videos?
open-ended,Lightroom 3 Student/teacher version.... what is the verification process?
open-ended,What is the difference between the 2013 and 2014 version of Internet Security?? Would it matter if I bought the 2013 version?? Would it still work?
open-ended,What games no longer run in Windows 7?
open-ended,I am having trouble finding an exact match of OS X 10.5 for my 2005 iMac PowerPC G5 which is currently running OS X10.4.11.
open-ended,Can I download on 2 or more computers?
open-ended,how to report wash sale in turbotax? Do I need a wash sale calculator? How do I report wash sales in turbotax?
open-ended,"So if it is the latest retail version, why is it the 2014 version vs. 2015?"
open-ended,Is x6 32-bit or 64-bit ?
open-ended,Elements or Paint Shop??? Does anyone have an opinion on which program is better?
open-ended,which version is the best?
open-ended,What is meant by Upgrade Retail Box? Is the software complete?
open-ended,mac
open-ended,Raw photos: Can I work in editor on raw photos.
open-ended,"Is this the same full version of Poser Pro 2014 available on the Smith Micro web site, or is this an academic version?"
open-ended,Can I install this software in multiple computers or can i install it once in one computer
open-ended,Windows 7 Ultimate Upgrade Discount? Why isn't the pre-order for Win7 Ultimate Upgrade discounted the way the other 2 editions are?
open-ended,a question about whats included in the Manga Studio package: does anyone know if there is a printed instruction book that comes with the package?
open-ended,Is this a one year or two year protection?
open-ended,cost to upgrade from CS5 to CS6?
open-ended,Hi; I purchased one of these. Where can I find the activation code or serial # to activate the software?
open-ended,What do I need that will work in windows 7
open-ended,What is the advantage of using this over folders in Windows? Is it more than the visual appearance of binders on shelves in cabinets?
open-ended,My Norton will be expiring in a few days and I would like to know if this product is good for windows 8.1 what is the pros and cons with this one?
open-ended,Windows 7 CD vs XP/Vista for Download: Why does the CD version of Quicken 2011 say Windows 7 / Vista / XP but the download version says only Vista and XP?
open-ended,why do i get a pop up telling me I am out of memory
open-ended,I have windows7 on my computer but do not like Publishers 2013. Will Publisher 20017 run on my system or is it only for Vista and XP?
open-ended,Is the software download limited to once only one hardware? I have 2 desktop and 2 laptop in my house alone.Or can I creat a backup disc .
open-ended,Does this run on Win 8 and does it have blank templates for newsletters or 5x7 cards? I used Creatacard for years but that will not run on win 8.
open-ended,Is this the Christian Card Studio. Do you know if it will work with Windows 7? Year of Product?
open-ended,Can I use Sony Vegas Movie Studio on a Mac? If is it isn't does anyone have any suggestions of other programs that might work as well?
open-ended,how to fix out of memory to save photos
open-ended,Does this come on an installation disc or must it be down-loaded?
open-ended,Who holds the license?
open-ended,"Bitdefender now has Total Security 2015; is it better to buy the 2015 version or if I get the 2014 version and install this, 2014 will just update?"
open-ended,How do I add .wma files to Amazon Music with Prime Music [Mac]
open-ended,"Seems like more bad than good. If you were to do it over, what software program would you get? My needs are mostly for feature project, some shorts."
open-ended,I have MacBook 10.6.8 and Hallmark Card Studio for 10.5 or later. Is this an updated version and will it work on my Mac OS?
open-ended,"Will the subscription automatically stop at the one year mark? If not, how do I stop it?"
open-ended,What is the difference with Adobe CS6 Master Collection [LEGACY VERSION] ??
open-ended,when i go to a favorite website will it log in the ID and password like Norton does ?
open-ended,How long does it take to install PrintMaster Platinum 18? How long does it take to install PrintMaster Platinum 18?
open-ended,"upload ""multiple"" photos for each single recipe possible?"
open-ended,Will the program run on Mac Lion or Mountain Lion?
open-ended,"The ad for the Laplink PCMover Ultimate indicates 1 Use. What does that mean? If I have to rerun the mover more than once, will it work?"
open-ended,I have installed the trial version from Autodesk and all I need is the serial number to run the software. If I purchase the download will I have to reinstall the software or can I just enter the serial number.
open-ended,what does the keycard do?
open-ended,"Do I need just a .edu email address? or do I have to show other proof? Such as a schedule, ID or any college transaction?"
open-ended,If you buy this will you still have to pay to renew every year or is this a one time purchase?
open-ended,What are the contents of the box - how many CD/DVDs and user manuals?
open-ended,Would anyone know if I can use this for the purpose of professionally selling greeting cards without copyright or royalty issues from the templates?
open-ended,I'm in law school &amp; want to make my resume more attractive. Will #1 be enough for the basic communication ? Or do I need 1-5?
open-ended,If I download this with Windows 7 Home Premium 64 bit will it continue to work if I upgrade to Windows 8.1 64 -bit?
open-ended,"Good for XP, what about Vista? Anybody, any clue?"
open-ended,Would this be good for middle and high school students who are beginners to Spanish?
open-ended,I have to take out one user from 2014-user/3 licenses into my new lap top computer. how to i do that?
open-ended,Vista and Photoshop Elements 6: Is anyone using it that does not have problems?
open-ended,Layers and Brushes: Can Elements do all these things?
open-ended,Can you upgrade directly from XP Pro Retail? Will it work for the -7 Premium?
open-ended,"Is this program compatible with windows 8? If not, what are my options?"
open-ended,It is multi language? thanks!!
open-ended,Doe's Windows Pro support 32GB of ram?
open-ended,Is this a full version or an upgrade version of MS Ofc 2010?
open-ended,"Do the various levels equate to high school and college foreign language requirements? If so, which levels for which grades?"
open-ended,"So, why is media center and remote desktop an extra function? Did it change or just removed from basic?"
open-ended,when was the last update?
open-ended,What's the difference between norton 360 and 360 premier
open-ended,How many licenses does it come with? Could I purchase this software and have two students on two different computers use it simultaneously?
open-ended,What is a VUP DVD? And how is it different from the other retail versions of VS 2013?
open-ended,Can I upgrade from 10.4? Can I upgrade my laptop which currently has os 10.4.11?
open-ended,PM Platinum project not save to gallery. My wife has a lot of projects in her gallery and now when she creates a new one it will only save to disk.
open-ended,What is the difference between this product and the new Adobe Creative Cloude plan? Is this a stand alone application without a monthly payment?
open-ended,I see there a couple of Longtime Users. I started in the DOS days and have been using DC 97 since it came out. How similar are these new versions?
open-ended,"When trying to install the instant download, we keep receiving this message: Error 1335.The cabinet file 'Data1.cab' required for this installation is"
open-ended,I bought this software and I installed it but its asking me for a serial number. Where is the serial number located in the box?
open-ended,what version is the Pinnancle Studio
open-ended,The people giving 5 star ratings are most likely hired: Do you see a pattern here?
open-ended,why can't I install National Geographic 125 years on Windows 7? I get the error message the installer file is damaged?
open-ended,Is this a 1-year subscription or a perpetual license?
open-ended,Did ULEAD get rid of the CRASHES somewhere along the way? Has ULEAD really fixed these crashing problems in recent releases?
open-ended,"Is there a release date for this? I can't even fins a website or contact details for GIT Corp in order to ask them directly, so does anyone out thereknow?"
open-ended,If I load on my laptop and the laptop crashes then I would have to buy the software again? I could not reload from the original disk?
open-ended,I have a 2006 model Mac Mini that currently is running OS 10.4.11. SKYPE requires at least OS 10.5.8 Can I upgrade?
open-ended,"The three users can use the program , but I need to buy licences for each one of them?"
open-ended,aside from being able to use a green screen how is this different from windows movie maker?
open-ended,can you put your own gsm sim card or does it require a subscription from motosafety?
open-ended,how do i download the new web root I bought through amazon. I bought last years and the main web root page comes up and wants me to renew through web root. I have already purchased the new version. Thanks for any help.
open-ended,are you able to use this for husband and wife? or is it only for one person?
open-ended,Hi! I have a old version of Tobii. This includes software? Need I any more to use Tobii or with this last version i can use it? Thanks
open-ended,I have a copy of Willmaker '12. If I upgrade to '14 will I be able to port my existing Willmaker file or do I have to start from scratch?
open-ended,"When I start up a freshly built computer, can I pop this in the dvd drive and it will install it on my computer?"
open-ended,Not really clear what PC/Mac means for 3 devices. How many downloads for mac and how many for pc?
open-ended,Windows 7 support: Does anyone know if this download supports Windows7?
open-ended,Anyone using any of the Dragon software with Windows 8? What's your experience with this?
open-ended,Can I use a chromakey blue backdrop or does the software only work with the green muslins
open-ended,"How do chapters work? When I go to the Burn tab, how do I create a DVD with a chapter marker at the beginning of each clip?"
open-ended,Does anyone know if there is a program out there that works as good as Printshop 22 that is compatible with windows 7?
open-ended,"I am leaning toward getting this, but my specific need/wish is to be able to print sheet music that I've composed. I would assume that Notion can do this but can someone please verify? Thanks!"
open-ended,how many computers can I download this to?
open-ended,How many cds
open-ended,Will this run on Windows 8.1? Can I backup only to my USB drive?
open-ended,whats my registration code? i already bought the software
open-ended,"Hi, will this allow me to take movie clips and overwrite the audio to music I have saved either in iTunes or Windows Media Player?"
open-ended,What is the minimum Mac OS required for CS5?
open-ended,"i have a nuvi 2555lm american maps, we are visiting the uk will this work"
open-ended,I used an older version of print artist that allowed me to look through clip art alphabetically. I need to upgrade since newer computers don't take my old version. But I've read reviews that say newer versions of print artist do not order...
open-ended,"Why is this $70? So, Amazon is charging $70 and offering a $30 credit?"
open-ended,Does it simply burn a CD and/or DVD from jpegs?
open-ended,hi does it com in spanish
open-ended,"after drawing a building detail, what formats can be saved....ie PDF word jpg etc?"
open-ended,How do I print all the individual addresses from my address book to make labels for mailing Christmas cards?
open-ended,I want to upgrade to snowleopard my aluminum macbook 2008With 5.1 10.5.8. This software serves? Description A tells the 10.6.3. I have to buy the 10.6
open-ended,What level of fluency or competency can I expect after I have completed all five levels?
open-ended,Works EZdrummer on mavericks and yosemite?
open-ended,Will Leopard work on a Compaq N610c - Intel 2 GHz; 512 MB RAM? Can anyone confirm if it will work?
open-ended,Lion Compatible? Is this version of Parallels compatible with OS X Lion?
open-ended,do you have to download and run the product on the computer because i have a virus that has scrambled my password
open-ended,"Does this version support inventory ""kits"" or ""assemblies"""
open-ended,"""Does it do freeze frame? NOT screenshot but the ability to freeze a frame during editing and retain the frozen frame as a clip in the timeline? NOT a capture that exports or saves to somewhere else, but a real freeze frame that stays in the project?"
open-ended,Is this a full version or an upgrade
open-ended,What's the difference between this and the regular edition that sells for 49.99?
open-ended,how is the playback of comercial blu ray movies
open-ended,"If we purchase Quickbooks from Amazon, does Intuit still provide support? They tell me that you may not get their actual product. Is this true?"
open-ended,"Can I download this on both my iMac and Laptop, or do I have to buy two separate products?"
open-ended,Photoshop 5 or 6 What's the difference? What does PS6 have that 5 doesn't have?
open-ended,rebate: how do I get the rebate form for norton security suite 2007 3 user?
open-ended,"Photoshop Album Starter automatic download: Does PSE5 automatically download Photoshop Album Starter Edition, or is it replaced by the organizer which I saw in a review?"
open-ended,"Which is better overall, Final Draft or Movie Magic Screenwriter?"
open-ended,"Want Norton 360 but am in Colombia, South America?"
open-ended,"Does this capture card record game play, game chat, and your voice... like if i was playing search and destroy? If it doesn't also include my voice what should i get to do that?"
open-ended,Is this the full install disk or an upgrade?
open-ended,Is this a stand alone application or an upgrade to an earlier version of Poser?
open-ended,Differences between CS5 and CS5 Student Edition: Does anyone know what the differences are?
open-ended,how many computers will it work on?
open-ended,PSP X2 &amp; Windows 7 64 Bit? Will paintshop pro photo x2 work with windows 7 64 bit?
open-ended,"Are there any differences in the actual program compared to the retail version of Painter X3, or just license differences? Any watermarks? Thanks"
open-ended,I am having issues with video tear (tracking problems) when first starting to record. Fast forwarding then rewinding the tape is no help. DLR
open-ended,Windows 7 x64: Does anyone know whether this product works on 64bit Windows 7?
open-ended,What's difference between key cards and download versions if the program is supposed to be downloaded from MS website? Thanks.
open-ended,"Norton Util &amp; 360 have not removed these little Advertising Windows that have started popping up relentlessly on my PC's screen! ""Help Please?"""
open-ended,when i buy this product do i have to pay a fee every year to keep it ?
open-ended,how do you install it?
open-ended,is this DISC have Photoshop and Illustrator ? and CS6 is one older than CC correct ?
open-ended,Is this the full version of CS6? Are there any requirements of already having Photoshop on your computer in order to install this? Thx
open-ended,"Any alternatives to this product? Now that Microsoft stop updating/selling MS Money, is there any other products available besides Quicken?"
open-ended,product key? not provided on sleeve.
open-ended,"How is this software different from the Dragon Naturally Speaking, 12.0 software?"
open-ended,How do you print partial pages of pre-printed 3 check forms?
yes/no,Can it shoot through a paper target?
yes/no,Can I add options offered by Dynamic?
yes/no,Are these made in USA?
yes/no,Can this be used for a stand up paddleboard?
yes/no,Insanity has too much running and jumping for someone like me with a chronic foot injury. Is this the same?
yes/no,"Hello, does the display screen show how many calories have been burned?"
yes/no,Can the arms be locked stationary?
yes/no,"Can you estimate approximate pounds of force required to operate this press for, say, a 30-30 size cartridge case?"
yes/no,Does this scooter fold?
yes/no,"Can Thule Xsporter Pro racks be used with Thule's Hullavator? Hullavator specs say ""Aero"" crossbars, but Xsporter's bars look slightly different."
yes/no,Is this an outdoor tennis table
yes/no,Is this knife a folding knife? closed length vs. open length.
yes/no,"Can someone give me the exact dimensions of the screws, including cap width? Thanks"
yes/no,Does this bow come with a string?
yes/no,Is there a way to increase resistance? Even with my bike in its highest gear there's not enough resistance to give me a workout.
yes/no,Does the clamp attach to a seat that has the two rail style mounting?
yes/no,Can I install child carrier (Schwinn Deluxe Child Carrier) ?
yes/no,does it fit the KSC g17?
yes/no,does the camera come with the manufacturers warranty?
yes/no,Can weight be added beyond the 10 lbs?
yes/no,Will this mount work with the ATI stock? I have the folding stock.
yes/no,Would this be to small for a 11 yr old?
yes/no,Will the Pulse Large #615 (16-17 cubic feet) fit a 2014 Subaru Outback using factory installed crossbars and still allow the rear hatch to fully open?
yes/no,"The review by ""Tree"" says the irons are NOT 1 inch longer. Are ALL the clubs in this set extended 1 inch over the standard length?"
yes/no,Is the golf bag a stand up bag with the two legs that spring out for upright support and retract during transporting?
yes/no,Can this rack be used with panniers (pannier bag)?
yes/no,This has a 3 count icon on it...does that mean you get 3 of them for $29.95?
yes/no,Is mandoline dishwasher safe?
yes/no,Would an older person be able to get up off this comfortably?
yes/no,"Most paracord, including virtually everything else offered by this seller, is ~3/8"" diameter, yet the description here says 1/8"". Is this a typo?"
yes/no,Does this fit female style bikes and kid's bikes?
yes/no,Has anyone sat backwards to heat the front of their body during the session?
yes/no,Can this mat be rolled up for storage?
yes/no,is it fukll tang
yes/no,would the pedals fit into a 5/8th hole on my crank
yes/no,Could you put a rolling office chair on these ? I want to use them under a craft table over carpet to protect against spills
yes/no,would this be good for measuring humidity in a root cellar
yes/no,Will the 2 bike carrier be suitable for 2011 M3 Coupe with carbon fibre roof
yes/no,is out there a cheaper option?
yes/no,Can it support 300 pounds?
yes/no,Does this come with directions for a beginner?
yes/no,Is this product the grey version? The older version is greyish (as shown in the photo) but the newest version is
yes/no,Will this work on a stevens 200 rifle?
yes/no,Does this unit have a flashlight built-in?
yes/no,Do they contain the foam gasket in the lid?
yes/no,Does this racket have the string??
yes/no,Is there an additional warranty offered for this product?
yes/no,"I am 5'6 and 3/4"" tall. Will these be too long? I was considering going with the short, which says 31 1/2"" long. Any help would be appreciated."
yes/no,Will this rack continue to function if I have to mount it on a flat tire?
yes/no,will it hold 410 gauge shells tightly engough
yes/no,does this unit come with every needed to operate
yes/no,can i get black spokes on the blue anodized rims?
yes/no,Might be a stupid question but would you use a quick release skewer to attach to the frame?
yes/no,Will this work for just one person?
yes/no,Will they shrink if I put them in the dryer?
