questionType,question
open-ended,Do you recommend filling the base with water or sand?
open-ended,"I am 5' with a bit of a rear end. I usually wear a 6p, what size do you suggest?"
open-ended,What is the Battery life on this watch?
open-ended,How can I stop the black paint from flaking off into the environment?
open-ended,I don't know how to look up the list of guns this fits. what about SIG Sauer
open-ended,I cannot get this to work. Any suggestions?
open-ended,Hi:Is it come for two bottle ...
open-ended,"What is the point of the notch on the back of the blade? I saw a picture of it snapped in two where that notch is, so I'm hesitant on buying this."
open-ended,I have the U.S. Model 1860 Light Cavalry Sword. I have found it difficult to find a nice brass mounting for it. Who sells the brass mountings?
open-ended,Are these barbed or barbless?
open-ended,Pic need this for cheerleading is it big enough to jump ?
open-ended,My daughter is 4 yrs. old and wears a size 8 shoe. What size would she need?
open-ended,I just cannot get the bottom screwed on!!!!?
open-ended,"looking for a good home gym thats not 1,000 dolars: any suggestions?"
open-ended,how would you sharpen a scandi to hollow grind? whetstone?
open-ended,Does this plug in or work off batteries?
open-ended,Where can I get a replacement clamp?
open-ended,"In the drop-down menu, what is the difference between ""S"" and ""Small"" (different prices)? On the Thermarest website, they only list S, Regular and L."
open-ended,Hi selle.You send for Brazil? Value?
open-ended,Does anyone know how far the bar that fits in the slots for mounting is from the end of the sight?
open-ended,"How much do the 24""x47"" towel weight?"
open-ended,Does this include the case for the iPhone 5 that clicks into the mount? Or just the mount?
open-ended,what is the top made out of?
open-ended,What size wire is needed for 15' run? Thanks
open-ended,"Hi, I am a woman and my size is S in ""women"". If these gloves that are for sale are for men, I could use Size S or that they would recommend ?. Hlp me"
open-ended,how wide is the opening on the 140mm snap link ?
open-ended,"HI, How much would cost this item to Brazil via USPS?"
open-ended,This phone is GSM... work in venezuela?
open-ended,How do you clean out the bugs? Where do they collect?
open-ended,ball mark button
open-ended,What size is the waist belt?
open-ended,if my tires are worn and i want to get new tires. what size am i looking for?
open-ended,if i am a size 7 womens what size do i order
open-ended,when looking thru the scope...is there supposed to be a reticle or just the red dot. mine just has the dot. how do i get a consistent sight?
open-ended,I am 5'4 and weight 222 what size is best for me?
open-ended,"I am going to buy these waders. Don't know the size? I am 5'5"" and 155 size 7 shoe. Medium or Small??"
open-ended,my daughter is 30 pounds and 40 inches .. what size should I buy. She feels cold all the time in the pool and does not enjoy swimming class
open-ended,What is the recommended height range for this bike?
open-ended,What is the best size for a S&amp;W M&amp;P 9C?
open-ended,Can I put in LSD into the flask and it will work just like alcohol?
open-ended,"What is trick to taking down? - instructs say, ""Hold top of center frame section. Lift slightly, walk towards partner as frame folds in"". Not working!"
open-ended,"Will this fit 3/4"" or 7/8"" handlebars? thanks"
open-ended,What is the shelf life prior to opening the bottles and after opening ?
open-ended,"How waterproof is this thing? I want to take this inflatable couch wave riding..you're perched a nice bit above the water and drinks don't typically become overloaded with salt water. Will the fabric get ruined if it gets wet, especially beach water wet?"
open-ended,Is this selling one grip or a pair?
open-ended,"So, will I receive 1 or 2 dumbbells per order? I'm confused reading all the comments. Thanks!"
open-ended,"Is this pen a click-to-use (or twist-to-use) type, or does it require a cap to be pulled off to expose the writing tip?"
open-ended,"What is the lid made of? If it is plastic, is it bpa free?"
open-ended,What is the weight of the pen itself?
open-ended,"I will be getting a Pelican case with an interior height dimension of 3"". What is the height of the lock from bottom of post to combo face?"
open-ended,"do they twist? i got 15's that the ends rotate a little bit, they're lose, never dropped just cheap. do these twist too, or are they solid?"
open-ended,"Since this muzzle break does not lock in place, will it remain attached or remain at zero with many many many rounds through it? Will it remain true?"
open-ended,What country are these tablets manufactured in?
open-ended,"Believe it or not, my palm measures exactly 3.5 inches, right in between medium and large. Would you suggest getting the medium or small size?"
open-ended,I am replacing my lost phone just like this . . How does that work with sprint? How will they be able to pot my number to a new phone if i get this ?
open-ended,Help! We just got this biometric safe about a month ago. It was working. Now after about a month it does not recognize my print? Wth? What do I do?
open-ended,"Penny have a max load 80KGS(about 176 lbs), but I am 200lbs. I really want to rid a 22 inch skateboard. what brand I should buy?? please help me, thanks"
open-ended,There are two bags for the price you pay? Or its just one...
open-ended,What is the weight?
open-ended,What is the length of these grips?
open-ended,"is it really manufactured in china? if so, how can we be assured of safety in the stainless steel material?"
open-ended,Can this bottle hold hot drinks? Even formula?
open-ended,Descriptions seem to recommend throwing baseball into net with radar behind net. I'd like to use on a stool behind a catcher - will it work?
open-ended,"A small ski vest , I have 9 yr old will this b to big?"
open-ended,I have a yamaha wave venture 3 seater what size do i need
open-ended,how do u know which size to order
open-ended,i am 5 6 148lbs what size should i get
open-ended,made in ?
open-ended,"How long did it take for smell to go away? I bought these somewhere else but yea, they reek. Weeks? Months? Years?"
open-ended,"WHAT IS THICKNESS OF THIS SUIT? 1 MM, 2MM OR 3 MM?"
open-ended,Are these bright enough to see on the sidewalk and is the light dispersion narrow or wide? Thanks.
open-ended,"i wear size 6 1/2 and my sister wears size 7, how do I pick the sizes?"
open-ended,Due to limited mounting space can someone tell me what size this is horizontally from tip to tip? What size are the mounting plates?
open-ended,"Now the concern is... Won't the metal get hot? Could you burn your hands after many rounds? Ventilation, sure, but the heat must go so somewhere?"
open-ended,I'm short sighted. Do I get a -7 or -8?
open-ended,"Will I be able to view .223 marks at 100 yards? I have excellent non corrected vision. If not, what about with reactive splatter targets? Thanks in advance!"
open-ended,Is the inside lined with cotton or flannel?
open-ended,"What type of drinking spout is it? Is it a pour spout or a ""suck"" spout (sport lid). I'd like one that is NOT a pour spout."
open-ended,"What are the measurements for this? I had bought a lesser-known brand and wound up with a ""mini"" version before,not exact replica size of a real P99."
open-ended,does this come in pair or just 1 piece for 1 hand?
open-ended,How quickly does the bath size air dry? Thinking of using the towel for a week long bicycling trip.
open-ended,Why do you not have yoga mats in colors corresponding to each chakra? I feel like you are missing out on a major sector of the market.
open-ended,I see a note that these won't fit the ezgo rxv? Why?
open-ended,PS-asking about the field salute cannon
open-ended,How much do the weight ?
open-ended,"I need something like this for my dog, I say need because my shoulder/arm can't take much more. Will this work or any other suggestions?"
open-ended,What size do you recommend for my 6'2'' / 240 husband? I'm just not sure whether a Large or X-Large is the right size for him.
open-ended,"What is the waist size of this? I am 25"" waist. Is this going to be too big on me?"
open-ended,what grain are these arrows
open-ended,are these men or ladies sizes?
open-ended,What are the dimensions of this tent??
open-ended,how much does it weigh?
open-ended,Could this also be used to anchor a strap for suspension training? Has anyone used it that way?
open-ended,What size for a child that is age 5 35lbs. waist 26 inches and chest 25 1/2 inches...confused on sz chart and reviews...
open-ended,How do you determine the correct size for a kayak cockpit cover?
open-ended,Why did you choose the 240 over the 230?
open-ended,WEIGHT CAPACITY
open-ended,Is this a 1-piece paddle or does it breakdown into 2 like Carlisle Mystic models sold in a few retail chain/discount stores? Thanks for replies.
open-ended,Those String stops don't create any slapping noise when the string makes contact?
open-ended,Are these multi-directional or single-directional and which one would be better for a fixed gear bike?
open-ended,whereis it made
open-ended,Do I need to purchase a special bat or is his baseball bat acceptable to use?
open-ended,How durable and waterproof is it? Can it be used to wrap a knife handle? How about an axe handle? Thanks
open-ended,What is the effective range for deer with this unit
open-ended,what has been the experience with hitting multiple softballs into the net
open-ended,Does it have an indicator to let you know when the batteries have died?
open-ended,What is the weight capacity?
open-ended,Removable cap got loose and felt off. Any ideas how to tight it up again ?
open-ended,How do I take this apart? I feel like Im going to break it.
open-ended,"In inches, how tall is the back of the seat? Being 6'-2' tall can I rest my head on the back?"
open-ended,The mat is great for baby?? Thanks : )
open-ended,"The item is listed as having the Manual, emblem, Safe Diver decal, slate, and Brief Case. But from other questions there seem to be more? Clarify pls?"
open-ended,What are the dimensions of the bottle?
open-ended,How high is the seat from the floor?
open-ended,Does this counter automatically count laps or do you push a button for each lap?
open-ended,"need see through scope mounts, cannot use open sights the way it comes."
open-ended,"Draw length says 142-155cm. That's 51-66 inches. Gotta be a typo, what's the real draw lengths?"
open-ended,Is this belt and buckle made in the USA or imported?
open-ended,does the order come with pair of socks or should i order 2 as quantity?
open-ended,How does the seat actually attach? I have an ancient airdyne AD4 and am wondering if it will replace the original seat attached with 4 bolts?
open-ended,How do I choose the fuscia color when green is in the same pic?
open-ended,"What size frame is this? I need a 16"""
open-ended,Question deleted.
open-ended,Is this program effective for advanced exercisers or just beginners?
open-ended,"I bought this lite in May 9,2013 and July 6,2013 I noticed the front of the light was missing, how could this fall off? thanks"
open-ended,Is this huge???Could I keep it in a spare living room easily or does it take a lot of space?
open-ended,What is the weight limit?
open-ended,"I'd like to buy a roll of 3/32"" x 300' and I need to know the roll dimensions and weight. Any idea? Measurements for 1/8th or 1/16th would work, too."
open-ended,"I'm 5' 10"", 175 lbs, and a size 10 shoe. What size would anyone recommend? I can't find a size chart."
open-ended,Do these have a tint? If so what color? It's hard to tell from the picture.
open-ended,What are the pedal's dimensions?
open-ended,2011 valid: does this pack has all that is listed by PADI: The Encyclopedia of Recreational Diving Divemaster slates PADI Divemaster Manual PADI Instructor Manual Scuba Tune-Up Guidebook DSD Cue Card Pro Logbook
open-ended,Im 6ft 180lbs I believe these jackets run small. should I get XL or XXL. I like it to fit a little loose with room for long sleeve
open-ended,"Are the pedals functional? AND if so, do they recharge the battery when pedaling?"
open-ended,How cold can you go if you couple this blanket along with a gortex bivvy cover? Anybody ever try this combination?
open-ended,Is the 56 degree a true sandwedge with an open face / high bounce or is it just a normal wedge with a 56 degree loft?
open-ended,what are the dimensions when packed
open-ended,I have a marlin 917VRX what rings for a nickon 3x9x40 ---rear cantalivered if possable.
open-ended,Hi there I'd like to know how many voltages it has truly? in the package says that?
open-ended,How much maintenance does the machine require? Is this one you have to wax every so often?
open-ended,where are the product specifications
open-ended,How much does this bike actually weigh?
open-ended,Does someone know if a 1 quart canteen will fit on the side pockets even if it's with the zipper open?
open-ended,How Does Amazon ship the Sole F80? On a big ticket item like this what shipping company do they use and what type of drop off do they do?
open-ended,What are the dimensions for the sunshade? (diameter and length)
open-ended,do these fit the mini or just the squeeze?
open-ended,What's the height it adjust to I have a 9 year old daughter I'd like get it for her
open-ended,Does the P-22 have a 1 inch or 30mm tube? Thanks
open-ended,Does anyone know how to get rid of the popping/clunking noise this seat makes when you hit a bump (other than avoiding bumps of course)?
open-ended,How long is the 9lb bar?
open-ended,"Do I wear these during the weight lifting workout, or only after??"
open-ended,Color of backing?
open-ended,I'm 6ft 7 will this be long enough?
open-ended,What are the dimensions of the 3L? Thanks.
open-ended,How big is this fathead?
open-ended,Can this Score Keeper be used outside? Is it waterproof?
open-ended,how long is this board?
open-ended,is this only one or a pair?
open-ended,This is a queen ?
open-ended,how many minutes this product been tested on 1700 degrees fire?
open-ended,What is the length of the cable?
open-ended,"What does this knap sack weigh, unloaded? The mailing weight is 1 lb. but I want a true weight. Thanks very much for any info."
open-ended,Dose this watch work with iPhones?
open-ended,Do you guys only send the board no wheels or any tools
open-ended,WHAT ARE THEY MADE OF? LEATHER? NEOPRENE?
open-ended,what size should i get my 14 year old he is going into boot camp ??????
open-ended,"What's ""Symbolbild"" on the photo? I'm looking at 700x25-32 and is it made in China or Germany?"
open-ended,"Do these come with cables? I have a trek fuel 70, will I need diiferent cables?"
open-ended,What is the weight of the rack?
open-ended,I looking for something to wear with water shoes/sandals. I need to keep fire ants away when at the river. How do you think these would work?
open-ended,How much does it weigh
open-ended,Exactly how high is the seat from the floor (in inches)?
open-ended,"Does the front door of the screened porch have a zippered cover? Also, do all windows zip up on all sides or is there velcro at the top?"
open-ended,"When the countdown reaches zero, does the display blink or alert viewers? Or is there only an alarm? I need something that doesn't make noise."
open-ended,what about the Shockwave?
open-ended,Heart monitor failed; sending new handles. How difficult to replace and did it work for you if you've had this issue? Need more space for more words!
open-ended,I attempted to put this on my jt outcast and it wont go on please help me
open-ended,what are the dimensions of the 48 and 36 packs?
open-ended,"On the Amazon site, at the top of the page, it says five levels of mag resistance. Down lower on the page, it says three. Which is it??!! Thanks"
open-ended,"Do you think a 5' 10"" adult could ride this? What is the 20"" measurement of?"
open-ended,"Can it be set to ""motion activated"" video? (And at night?) What's the distance that it actually takes to activate for photos/video? How far is the sight for night vision?"
open-ended,"2013 Subaru Crosstrek. Towers should fit but they say 48"" bars where I'd prefer 58"". Any issue with fitting this vehicle or with getting longer bars?"
open-ended,Is this the same ab workout that comes with the Insanity Package? Is there floor work in this one?
open-ended,Does Anyone know if these will fit on stock honda element cross bars? They are a flat oval shape.
open-ended,what color will i get? clear? i see different colors available but i don't see where it asks what color i would like to order.
open-ended,how long are the fins?
open-ended,What is the country of origin
open-ended,scoped cross bows fit in case?
yes/no,"Can this sink be installed on an existing countertop? Currrent sink is oval shape - 25"" x19"" - and counter has 25"" oval cut-out opening."
yes/no,Is it a matte finish?
yes/no,Can it be refilled?
yes/no,Can the connectors be cut and extra wire added to give more separation between the LED strips?
yes/no,"Does this have capacitor start and a ""rigid"" motor mount?"
yes/no,"Can these be left outside day &amp; night, regardless of the weather?"
yes/no,Will it take a water-based stain?
yes/no,"If the battery dies, can you still flush manually?"
yes/no,Can these gripper pads be used to keep a toilet safety bar from sliding on ceramic tile floor?
yes/no,Are there 2 sheets in this package
yes/no,Will the light work without the plug cord? I want to wire it directly to the in wall line.
yes/no,Will this lamp work with a led bulb?
yes/no,"Considering the reduction in avalability of filters for this model, would you buy this model again? It is offered at a reduced price I noticed."
yes/no,Can it be used with the Makita 3 3/8 circular saw?
yes/no,"Does this include a 13/16"" socket?"
yes/no,i ride a gl1500 goldwing. will this batt be charged to 100% by the alternator? 45 amp @2000 rpm. i usually ride at least an hour at a time. thanks
yes/no,Does this tool set comes with a 5/8 socket for spark plug. I have a corolla axio 2008 and hope it has a 5/8 to pull my spark plugs..
yes/no,Does the flashlight only option come with the wrist strap?
yes/no,can I use them with a dimmer switch?
yes/no,"Just received my new Numax sfr2190,today. Will it fit in this bag?"
yes/no,is there a remote available
yes/no,Love these knobs but my kitchen drawers are 1 3/4 thick. Can I use these with a longer screw?
yes/no,does it come with the nuts
yes/no,can I use standard hex bits with this driver?
yes/no,"Does it work with 200Volt, 50 Hz?"
yes/no,Does this particular model have a night light also?
yes/no,Are these good for preventing Ebola ?
yes/no,Will any trim kit (face plate &amp; handle) work with this valve or do I have to order the Grohe trim kit?
yes/no,"Aside from ""ghost hunting"", does an emf meter have any usefulness?"
yes/no,will this shade work in a mini pendant light
yes/no,Is it VOC formaldehyde free?
yes/no,Is this tool appropriate for cutting carbon arrow shafts?
yes/no,Can I use this to cut plexi glass
yes/no,can you use these as access for a drain snake if pipe gets plugged? thats all iwant it for
yes/no,Does the end of the wiring that holds the bulb have two metal clips that snap into the plastic socket like the Malibu set?
yes/no,"will this saw cut through 3/4"" bluestone ? (slate)."
yes/no,Will these bulbs replace Malibu ML20W11C?
yes/no,"Hi, Is there anyway that we could get all black speed dial locks? I would like to order 24, but would love if they could all be black. Thanks"
yes/no,is this mixer easy to pour concrete in wheel barrow
yes/no,Will it cut high temperature foam? I'm trying to cut through something with a melt point of 200 deg F
yes/no,Is this light IC-Rated?
yes/no,Are these warm?
yes/no,Can this be installed on the outside of house?
yes/no,is it open on the bottom
yes/no,"It says 9GPM with a 30 degree temperature rise. Our groundwater is pretty warm at 60 degrees, can I really only get 9.4 GPM of 90 degree water?"
yes/no,Will this unit let me bill more than 1 customer for energy used in covered storage unit?
yes/no,Is this TRULY worth the money?
yes/no,My shop is 27x27 with 20 ft ceilings. Will this unit filter the air efficiently in such a large space?
yes/no,"Could someone please explain the grit of the following stones #120&#xFF0C;#320, #600 and #1500"
yes/no,Is that a depth stop I see on one of the guide shafts?
yes/no,are they good for working out doors on concrete?
yes/no,will it run off 18650 3.7V Li-ion 5300mAh
yes/no,"Comparing with Luxe180's *dual, self-cleaning* nozzles. Do women find this single nozzle effective for the front area too &amp; does nozzle stay clean?"
yes/no,Can these trims be painted?
yes/no,Does the bulb drain energy when it's turned off but the switch is on?
yes/no,Is the hose made out of rubber and playable not plastic and hard to coil.
yes/no,Can this timer contacts close at 6am and open at 6pm?
yes/no,"Can I use these for simple cuts on stone/glass/ceramic moziac backsplash tile,to cut around electrical outlets?"
yes/no,does this have hot and cold water?
yes/no,Is this only for big heaters? My apartment and my friends' seem to have the same regular size of 10 x 13 inch (before taking of metal cover).
yes/no,does it come with both chargers ac dc
yes/no,Is this brushed nickel? The specs say nickel. Had a problem recently with this issue in a different item.
yes/no,Is there an ON/OFF switch?
yes/no,Will the FA-700 work with a Verizon wireless home phone connect F256VW
yes/no,will the material stick to a metal vent that has been painted
yes/no,Has anyone found a way to disable the strobe function? Need only the high beam.
yes/no,Is this one the lowest wattage one of these dimmers Lutron makes?
yes/no,Will this fit RT0700CX3?
yes/no,Does this set come with 2 clamps?
yes/no,will this remote work with model Genie Pro 98 made around 2000 ?
yes/no,Do the pliers open far enough to work with objects around 1 inch diameter?
yes/no,can I use it with unit cm
yes/no,Is it waterproof? I plan to install it next to the waterline of my swimming pool which potentially has some water splashing.
yes/no,Could this be used to store a wooden hockey stick and other sports equipment?
yes/no,the material says it is plastic . is it?
yes/no,can you use this foam on floor joists and spray masonary brick foundations?
yes/no,Does this model not have carbon - Have checked Amway site and the model number 10-0189 specifies carbon and UV light ?
yes/no,"Can this be used to wipe the information from a hard drive? No guesses, please."
yes/no,can the valve be open so water flows in both directions
yes/no,Can the lifter tool lift furniture that *sits* total on the ***ground*** and (doesn't) have an opening around the legs.?
yes/no,does it turn the lamp on and off as well as 3 dimmer options?
yes/no,Can you comfortably read a book while laying down and having this hang in the center of a 6ft high tent? Thanks.
yes/no,"Can this saw be used for flush cuts the same as a ""toe-kick"" saw?"
yes/no,Do you get 10 for $5.43?
yes/no,"I have a Bushnell Neo XS, will this charger work with this item?"
yes/no,We have white carrera marble countertops and white arabescato marble on floors and shower. Can we use this on both counter &amp; shower?
yes/no,Does anybody know how many lumens this flashlight has? Can't find the answer anywhere.
yes/no,Will it work when being connected to charger
yes/no,May I change the size of the tips?
yes/no,"Do these actually do flush cuts, ir is it still an angled cut on both sides?"
yes/no,Will this blade fit the Dremel 4200?
yes/no,is it available in 220v
yes/no,"I just ordered mine today, does it have the pressure switch"
yes/no,will these locks work on metal doors.
yes/no,My husband fills up Co2 gas tanks. It is a very deadly gas. Will this mask protect him?
yes/no,"Does this tile have a smooth surface? I wanted to use it on a bar, and countertops, and if rough, sitting glasses in it might not work."
yes/no,Is there an ideal height that this should be set in my garage? I want something easy to take off and easy to put on.....and wanted it mounted higher.
yes/no,Does the filter have a NSF certification?
yes/no,"I have bigger hands, M/L women's sizes. Will these fit me?"
yes/no,Are the legs on the bottom removeable? I wanted the option of placing the vanity on the floor w/o the space b/t the bottom shelf and the floor.
yes/no,Does Makita make an adapter which will allows you to run the saw as a plug in saw. Save tons of frustration when battery is dead? and weight
yes/no,I've seen this used but I have never worked with it. Can this be cut to desired length using standard tools?
yes/no,"Can i hook about several lights to one dimmer....they are dimmable LED bulbs, single units..not a strip."
yes/no,i had a hard time to make them run by power supply with 5v and 550mA power supply. Is there something wrong?
yes/no,would a stock cpu cooler work? (intel)
yes/no,Can I use 511 sealer on porcelain tile?
yes/no,Is this with horse and others in photos ?
yes/no,"Are these battery only, not hardwired? Not seeing the hardwire option for interconnectivity in the specs so guessing that's the case."
yes/no,"Do you have a door bottom sleeve to accommodate an old wooden door that is approx. 2"" deep"
yes/no,"hi, can i interface it my chevy volt homelink garage opener with aleco ac2700 gate opener by using this interface?"
yes/no,Will this fit on the new makita TM3010CX1 Multi Tool
yes/no,"The photo shows the bottom of the base flaring out, so that it would be an inch or two wider than a standard pole. Is the flared piece removable?"
yes/no,is this product 19.2 inches wide or long (is this the width or length measurement)?
yes/no,is this a 6 pk
yes/no,Is this 1/2 inch impact driver?
yes/no,"Would this saw be adequate for cutting 1 1/4"" EMT conduit and 5/8"" rebar?"
yes/no,"Can this drill function as a ""hammer drill""?"
yes/no,"Are the threads of this pole ""acme threads""?"
yes/no,"Does this package allow by-passing use of current wi-fi, and will it work with comcast internet provider?"
yes/no,Is the 19211 GE wireless door chome push button compatible with this doorbell receiver?
yes/no,Is there a light kit available for this fan?
yes/no,There is already a question for this but it did not answer the question. Is there a brantford faucet WITHOUT a valve stopper?
yes/no,Does this come with one screwdrive bit?
yes/no,"Will this drain plug work with a 1.5"" drain on Vessel sink?"
yes/no,"I wanted to apply this on a window in my tub/shower area, will it hold up to an occasional spray from the shower?"
yes/no,Does this remote work with a Hunter control part # 85122-04
yes/no,Can I order in 'Gamma green'?
yes/no,are there any reviews for the little giant xtreme 26 foot ladder
yes/no,CAN YOU USE THE 3 WAY BULBS IN BOTH RECEPTACLES?
yes/no,Does this require air pressure?
yes/no,Does the bed/bath passage handle have locks on both sides?
yes/no,does it also measure radiation levels
yes/no,Can this remote replace Stanley remote super digital model no. 1037?
yes/no,Can I sleep in them?
yes/no,Can I get any soap dispenser?. I need to make two holes on my granite.
yes/no,Do these bulbs put out a lot more heat than a 25w? I need it for a candle warmer and the 25w is not easy to find.
yes/no,is it quiet? I want quiet
yes/no,Do you think it will be reliable at 15 ft pounds? I am having a hard time finding something where 180 inch pounds is reliable and not expensive.
yes/no,Can I use this product to air seal at the rim joist in the basement? Normally people would recommend using Great stuff spray foam.
yes/no,"Although my display says hybrid mode, it will shift to electric mode on its own. Is this a sign of impending failure?"
yes/no,is the camera waterproof?
yes/no,"Hi am able to use this on my tiles stairs. It's shiny porcelain tiles it is very slippery. It's cram colour, will it stain it?"
yes/no,Could I use this on the floor in two small bathrooms to cover old ugly vinyl flooring?
yes/no,will this fit a kohler 3493 highline pressure toilet..the bowl is a kohler 4304.
yes/no,can i cut off the bottoms of bottles with this tool?
yes/no,"I have a 1/3 hp liftmaster security plus that is approx 15 yrs old, will this replace it?"
yes/no,"Does this model have a 2.5"" dust collection port?"
yes/no,I do not have electricity where i park my car. Can this be used on a daily basis?
yes/no,Is the charger dual voltage- Can it be used in 220v outputs?
yes/no,does this work with 220 power?
yes/no,Can I get a wrist strap for this ?
yes/no,Can the LN46B55 model be fixed with this capacitors?
yes/no,Does this work with the Craftsman 1/2 HP model 139.50930D
yes/no,"Is there a schematic for the bag to suggest where to best store the parts to this combo? The location for the reciprocating saw is a no-brainer, but"
yes/no,Does the chandelier come with instructions?
yes/no,Is there a way to tell if this is comparable with our apple time capsule router?
yes/no,Is this a conversion for the standard 6P?
yes/no,Is this tool good for crimping wire rope Copper oval sleeves?
yes/no,"Is there a water saver in this faucet if so how do I take it out,very low pressure."
yes/no,My front door is weathered in one spot. I had tried to sand and restain that spot :-( Would this be a good tool to replane the whole door?
yes/no,Can the flow rate be adjusted down? It is very powerful.
yes/no,"Can this thermostat be used in a cabin which is closed for part of the winter where temps sometimes reach zero F, and sometimes 5 or 10 below?"
yes/no,are the tools made of stainless steel ?
yes/no,Will this work with the battery for the DEWALT DC970K-2 18-Volt Drill/Driver Kit? This is a power drill with an 18v battery as well.
yes/no,Is there an LED equivalent for this light that plugs in same socket?
yes/no,Do you use a mounting ring with this? What is the base diameter&gt;
yes/no,Does the bottle also remove Bacteria and Viruses?
yes/no,Are any of these small enough to tighten the screws on eyeglasses?
yes/no,Can this be used on wine bottles?
yes/no,Do you sell the glass jar for this fixture? We had a few of the glass jars get broken during an installation.
yes/no,does it stay lock tight
yes/no,Will this fit a Black &amp; Decker HG1300?
yes/no,"Is the only difference between the 10"" w/laser and the 10"" w/var speed that the latter has variable speed? The specs says it has laser."
yes/no,Can the flow restrictor be removed?
yes/no,"Hi, does this light come with the mount for a picatinny rail? Thanks!"
yes/no,I am a beekeeper. I sometimes need to warm crystallized honey. The load will be a100W or smaller bulb. Is this too light a load?
yes/no,"can this product be ""wiped"" on?"
yes/no,"Just to be sure, is this 1 gallon?"
yes/no,do u get both the right and left hinge in the package?
yes/no,"Do the printed numbers ware from use, so it can be seen witch ones are pushed?"
yes/no,Does this work with the Chamberlain model LW2000?
yes/no,Hello All! Will I be able to use this with a Dremel rotary tool series 4000?
yes/no,is it an energy efficient product?
yes/no,Is there a way to improve the water pressure?
yes/no,Mine look PINK! Has anyone else had this problem? The bulbs I'm replacing are clear/white
yes/no,"Will these fit the standard 11x21 plant/seedling trays? My math says it should hold 4 trays per level, but they are edging that new math now."
yes/no,Can I use it on an NEX-EA50UH lenses?
yes/no,Is this compatible with Craftsman 139.53925ds? It has a purple learn button.
yes/no,Can this gadget be programmend to Set at Dusk ON and Fixed Time OFF as well as to Set Fixed Time On and at Dawn OFF?
yes/no,Is the default time on the manual switch adjustable? I've seen 10 minutes and 45 minutes mentioned.
yes/no,Can it handle a trek 7500 fx
yes/no,is this bagless ?
yes/no,Will these work with #3 split rings?
yes/no,Does this work with the SmartThings hub?
yes/no,does the package include adapter plugs
yes/no,Is this supposed to also test rechargeables? One of the negatives has to do with testing rechargeable &amp; reading was not correct.
yes/no,Can these be used in a time of revolution?
yes/no,Would this be compatible with Dremel 2001?
yes/no,does this product come with a manf. warranty?
yes/no,Will this work with the Honeywell MN10CESWW portable air conditioner?
yes/no,Does the on/off switch light up?
yes/no,does this flashligh use the 48111815 battery?
yes/no,does it have the dishwasher connection already built in so the hose can be easily attached?
yes/no,To clarify- I understand this to work in conjunction with a 3way switch. Does it ALSO work just by itself- just one switch and one light?
yes/no,Can you cut this rope light? at what interval spacing
yes/no,"This is listed as DC, will this not work in a standard 120 house lamp?"
yes/no,I need to ceiling mount this. can the motion sensor be adjusted in all four directions?
yes/no,"My mailbox came early which is nice; however, the sphere (the decorative ball) was mail separate and looks as if it was broken off. Is that right?"
yes/no,Is this a dual bladed model? A couple of reviewers said it is but on PC's site they state this model is single bladed.
yes/no,do you guys have express shipping for this item
yes/no,can you open with a paperclip
yes/no,Does the wall have to be drilled to install the bar?
yes/no,Can LED bulbs be used instead of Halogen?
yes/no,i want to block off some open trussed before spraying. is polystyrene board ok to use.
yes/no,I purchased this waterpik &lt;12 mths ago- battery doesn't last for longer than 3 days. I use it twice a day only for 30 secs. Can I get a battery only
yes/no,"Can you adjust the sensitivity of the motion sensor like other, similar products?"
yes/no,Can you use it to sand down fiberglass item?
yes/no,is it backlit
yes/no,Will this work for a Whirlpool Thin Twin LTE5243DQ2?
yes/no,Will this chuck fit a Reliant Model DD50 drill press?
yes/no,Does the reconditioned version come with a bag like a new one?
yes/no,I just bought a Chamberlain WD962KEV to be installed with an 8 foot door. Do I need this extension kit?
yes/no,How do you pass through the gate. Is it hard to open and close
yes/no,"Description states all installation hardware included, hot/cold water lines and deck plate. Is the description accurate for this model?"
yes/no,"The link to the ""detailed user tutorial"" is simply a repeat of the product description. Could you post an actual tutorial or instructions?"
yes/no,Is this Shower system universal?
yes/no,are these bulbs the cool white color
yes/no,could this put out enough heat to anneal copper? My small handheld propane torch isn't up to the task for larger pieces of metal.
yes/no,"Will it fit a delta 10"" contractor saw."
yes/no,"Hello if i oreder today,can i get it before 5 june?"
yes/no,What do I purchase if gone 3 months and do not have a land line for notifications. Have a smart phone?
yes/no,I am building a cabinet and need to know the exact thickness of the tracks. The description indicatest that they are one inch. Is that accurate? Thnks
yes/no,So what size (gallons) is this tank? It doesn't say anywhere.
yes/no,Is there a difference between this and the lampat option? http://www.amazon.com/gp/product/B00K...
yes/no,could you a compact flourescent bulb
yes/no,do you have the led ceiling fan bulbs in the small sized socket
yes/no,"Does this sink use the usual 1 1/4"" lav drain assembly? It looks like it should be 1.5"""
yes/no,Are 22 gauge staples available for this model?
yes/no,"Is the 15 1/4 inch dimension the front to back dimension? That is, will it fit into a closet that is 16 inches deep, front to back"
yes/no,Can you use a different bowl with this?
yes/no,does this light work with the speed holster for a duty belt?
yes/no,"Right now, I just have a light switch. Will this product convert that light switch to also have an outlet?"
yes/no,is this a hammer drill?
yes/no,"the old receiver does not use a transformer, can this one get power from the base unit?"
yes/no,"Does this require separate switches for the fan, light, and night light."
